Transaction ID,User,Person,CARD INDEX,Year,Card Number,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Latitude,Longitude,Zip,MCC,Errors?,Is Fraud?,Merchant_ID
55,1939,Jaycee Reyes,0,2002,5559774982144167.0,9,20,06:01,$104.77,Swipe Transaction,-245178307025547046,La Verne,CA,-117.7708,34.1159,91750.0,5311,Insufficient Balance,No,44
56,1392,Harmoni Jackson,0,2002,4906111160520305.0,9,20,06:17,$119.69,Swipe Transaction,-245178307025547046,La Verne,CA,-117.7708,34.1159,91750.0,5311,,No,44
57,876,Kaya Macron,0,2002,4664688687059371.0,9,21,06:27,$145.50,Swipe Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
58,920,Jazmin Sanchez,0,2002,4865215431636927.0,9,21,06:47,$48.34,Swipe Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
59,475,Howard Abe,0,2002,4252420197645247.0,9,21,14:23,$2.79,Swipe Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
60,1424,Raquel Russell,0,2002,336043262314937.0,9,22,06:50,$47.51,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
61,67,Janiyah Foster,0,2002,5923138803280580.0,9,22,09:29,$51.98,Swipe Transaction,4055257078481058705,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,9
62,878,Decker Wood,0,2002,5938598749066574.0,9,22,09:37,$82.90,Swipe Transaction,3952145593743244256,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,62
63,1018,Adrienne Wilson,0,2002,5525601416941014.0,9,22,20:16,$76.37,Swipe Transaction,-5023497618971072366,Mira Loma,CA,-117.5236,33.9938,91752.0,5812,,No,63
64,1481,Jillian Carter,0,2002,5612228528720084.0,9,23,06:01,$134.89,Swipe Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
65,1792,Shiloh Martin,0,2002,5306745473896520.0,9,23,06:46,$35.28,Swipe Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
66,971,Jadiel Thomas,0,2002,338000149804579.0,9,23,20:26,$80.65,Swipe Transaction,-4500542936415012428,La Verne,CA,-117.7708,34.1159,91750.0,5814,,No,10
67,1007,Marlon Howard,0,2002,4858459431343518.0,9,24,06:07,$112.67,Swipe Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
68,585,Gwen Evans,0,2002,5536825392398622.0,9,25,06:19,$162.26,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
69,1476,Jaden Gonzalez,0,2002,5798962665831209.0,9,25,06:36,$39.38,Swipe Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
70,376,Quinn Brown,0,2002,5285784915006143.0,9,25,13:01,$55.76,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
71,60,Wyatt Davis,0,2002,5099614207935768.0,9,25,13:10,$100.00,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
72,373,Lilianna Farhad,0,2002,5688444191664896.0,9,25,13:14,$-100.00,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
73,1351,Sean Morris,0,2002,5253258810503866.0,9,26,06:25,$93.37,Swipe Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
74,568,Fabian Collins,0,2002,4460024958657540.0,9,27,06:21,$199.71,Swipe Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
75,984,Lilly James,0,2002,5144399692785721.0,9,27,08:01,$23.18,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
76,52,Mikaela Martin,0,2002,5571363047071896.0,9,27,09:42,$57.64,Swipe Transaction,4055257078481058705,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,9
77,778,Randy Sadr,0,2002,5430882480140338.0,9,28,05:36,$78.46,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
78,385,Ingrid Thomas,0,2002,5207548471157063.0,9,28,06:23,$141.70,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
79,1258,Justin Ortiz,0,2002,4683287791246500.0,9,28,09:32,$55.41,Swipe Transaction,4055257078481058705,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,9
80,505,Malaya Sanchez,0,2002,4509891646969778.0,9,28,13:13,$153.36,Swipe Transaction,7945328079774550558,La Verne,CA,-117.7708,34.1159,91750.0,4900,,No,80
81,762,Roman Barnes,0,2002,4666278208440963.0,9,29,06:06,$119.61,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,Insufficient Balance,No,4
82,99,Trent Davis,0,2002,4274334344737347.0,9,29,06:22,$120.25,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,Insufficient Balance,No,4
83,1167,Quentin Rogers,0,2002,4636387668938198.0,9,29,06:33,$40.58,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
84,1792,Shiloh Martin,0,2002,5306745473896520.0,9,29,20:15,$165.96,Swipe Transaction,838425044734233142,Mira Loma,CA,-117.5236,33.9938,91752.0,4814,,No,84
85,921,Danica Morales,0,2002,4434834942514583.0,9,30,06:21,$127.32,Online Transaction,-7421093378627544099,ONLINE,,0.0,0.0,,5311,,No,85
86,749,Travis Cook,0,2002,4470881135036524.0,9,30,06:57,$38.13,Swipe Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
87,1812,Erick Reed,0,2002,4418732012686609.5,9,30,12:52,$11.30,Swipe Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
88,752,Briella Nguyen,0,2002,4137526666130095.0,9,30,20:07,$80.05,Swipe Transaction,-4500542936415012428,La Verne,CA,-117.7708,34.1159,91750.0,5814,,No,10
89,1244,Abram Lewis,0,2002,5564349746173182.0,10,1,06:15,$119.73,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
90,1830,Rylan Morgan,0,2002,5932803595236806.0,10,1,06:56,$30.90,Swipe Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
91,1949,Daniela Myers,0,2002,5741088763813563.0,10,1,11:34,$34.89,Swipe Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
92,1835,Haley Sanders,0,2002,4030904159290027.0,10,2,06:17,$139.34,Swipe Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
93,526,Sally Fisher,0,2002,4012239673381945.0,10,3,05:59,$46.46,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
94,1915,Henley Russell,0,2002,4243196015563985.5,10,3,06:12,$102.74,Swipe Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
95,646,Ulises Chen,0,2002,4745291753757744.0,10,3,06:50,$36.44,Swipe Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
96,909,Aubree Wright,0,2002,327212376390677.0,10,4,06:20,$114.87,Swipe Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
97,745,Isaiah Murphy,0,2002,5327278156671960.0,10,5,09:34,$53.13,Swipe Transaction,-3345936507911876459,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,21
98,1583,Brian Brown,0,2002,4241836475964924.0,10,5,10:38,$16.87,Swipe Transaction,9137769173591184401,La Verne,CA,-117.7708,34.1159,91750.0,7210,,No,98
99,1642,Stevie Macron,0,2002,5588070685818037.0,10,6,06:14,$139.39,Online Transaction,-7421093378627544099,ONLINE,,0.0,0.0,,5311,,No,85
100,1132,Vanessa Anderson,0,2002,5916336011141361.0,10,7,06:24,$133.96,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
101,160,Elsa Gonzalez,0,2002,5097891088528736.0,10,8,06:24,$100.00,Swipe Transaction,-4282466774399734331,Mira Loma,CA,-117.5236,33.9938,91752.0,4829,,No,25
102,722,Kaydence Allen,0,2002,5249605791833255.0,10,8,06:26,$154.70,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
103,1025,Rylee El-Mafouk,0,2002,5235277792486600.0,10,8,08:24,$27.22,Swipe Transaction,5445101915276107289,La Verne,CA,-117.7708,34.1159,91750.0,5193,,No,103
104,1971,Mara Merkel,0,2002,310470716823944.0,10,9,06:10,$118.25,Swipe Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
105,1110,Romeo Fisher,0,2002,5650667533582383.0,10,9,06:44,$31.01,Swipe Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
106,1193,Sawyer Wright,0,2002,4613268743262267.0,10,9,08:16,$53.09,Online Transaction,-4956618006720593695,ONLINE,,0.0,0.0,,5193,,No,106
107,1367,Emory Cooper,0,2002,5385090311326949.0,10,10,06:24,$142.06,Swipe Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
108,67,Janiyah Foster,0,2002,5923138803280580.0,10,11,05:52,$172.67,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
109,353,Maximiliano King,0,2002,4751759256983279.0,10,11,06:08,$159.46,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
110,231,Mohamed Parker,0,2002,4208596410593807.0,10,11,06:57,$37.69,Swipe Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
111,759,Genesis Mitchell,0,2002,4011865942072124.0,10,11,20:00,$87.47,Swipe Transaction,-4500542936415012428,La Verne,CA,-117.7708,34.1159,91750.0,5814,,No,10
112,597,Anabelle Faraday,0,2002,4745512667212883.0,10,12,06:29,$168.96,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
113,1877,Blaire Wright,0,2002,5401966281135701.0,10,13,06:21,$135.41,Swipe Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
114,758,Aarav Jenkins,0,2002,5568042569458348.0,10,13,06:33,$30.00,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
115,1604,Emmeline Cox,0,2002,5098677498618637.0,10,13,13:00,$58.62,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
116,438,Butch El-Mafouk,0,2002,5687094950907399.0,10,13,13:15,$-99.00,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
117,857,Paisleigh Perez,0,2002,323245493552532.0,10,13,13:17,$99.00,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
118,1547,Kingston Peterson,0,2002,5114438569807444.0,10,14,06:12,$100.75,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
119,1664,Dennis Turner,0,2002,5943886556523564.0,10,14,06:12,$1049.82,Swipe Transaction,-2187837027406294082,San Diego,CA,-117.1392,32.7973,92123.0,3058,,No,119
120,1558,Barrett Brooks,0,2002,5733757937326201.0,10,14,18:58,$207.00,Swipe Transaction,7834055923142137930,Tilden,NE,-97.8223,42.0496,68781.0,3395,,No,120
121,405,Clay Evans,0,2002,4435091514671785.0,10,15,06:03,$99.09,Swipe Transaction,6042526206085641250,Lincoln,NE,-96.711,40.851,68521.0,5912,,No,121
122,33,Rosa Faraday,0,2002,4509365132510769.0,10,15,13:11,$-88.00,Swipe Transaction,-4334232547381218591,Lincoln,NE,-96.711,40.851,68521.0,5541,,No,122
123,1904,Mariana Torres,0,2002,6423896642709968.0,10,15,13:17,$88.00,Swipe Transaction,-4334232547381218591,Lincoln,NE,-96.711,40.851,68521.0,5541,,No,122
124,345,Aubrielle Macron,0,2002,5761678069979338.0,10,15,13:21,$55.30,Swipe Transaction,-4334232547381218591,Lincoln,NE,-96.711,40.851,68521.0,5541,,No,122
125,803,Jerry Abe,0,2002,5915880344129112.0,10,15,16:49,$93.02,Swipe Transaction,-3348978172739825871,Lincoln,NE,-96.711,40.851,68521.0,5651,,No,125
126,719,Micheal Long,0,2002,5886248864335240.0,10,16,11:47,$142.68,Swipe Transaction,7834055923142137930,Tilden,NE,-97.8223,42.0496,68781.0,3395,,No,120
127,1409,Austin Chen,0,2002,4635113983149325.0,10,16,11:54,$-207.00,Swipe Transaction,7834055923142137930,Tilden,NE,-97.8223,42.0496,68781.0,3395,,No,120
128,1195,Holland Braun,0,2002,359230628127716.0,10,16,14:09,$3.65,Swipe Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
129,390,Baylee Roman,0,2002,4914230230023485.0,10,16,20:01,$521.24,Swipe Transaction,-811651038065591449,La Verne,CA,-117.7708,34.1159,91750.0,6300,,No,129
130,1443,Jairo Xi,0,2002,4603341026600188.0,10,17,06:09,$114.05,Swipe Transaction,3527213246127876953,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,0
131,866,Cayson Wood,0,2002,5647678785895097.0,10,18,06:12,$91.10,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
132,1179,Yousef El-Mafouk,0,2002,4424096582531663.0,10,18,11:32,$1.84,Swipe Transaction,6666504894937430109,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,38
133,519,Emmanuel Wood,0,2002,4815588963693440.0,10,19,06:29,$130.22,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
134,1291,Lillian Kelly,0,2002,5709693631749938.0,10,19,06:47,$24.02,Swipe Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
135,1305,Landen Martinez,0,2002,4985248597765518.0,10,20,06:46,$41.02,Swipe Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
136,237,Sullivan Brown,0,2002,4333566542239051.0,10,21,06:47,$43.69,Swipe Transaction,-34551508091458520,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,16
137,119,Roland Gonzalez,0,2002,4251102360489444.0,10,21,12:31,$49.08,Swipe Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
138,1176,Michael Abe,0,2002,5370998800503323.0,10,21,12:39,$-57.00,Swipe Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
139,1419,Mathias Gao,0,2002,5061425671526062.0,10,21,12:52,$57.00,Swipe Transaction,2027553650310142703,Mira Loma,CA,-117.5236,33.9938,91752.0,5541,,No,12
140,1718,Roy Martinez,0,2002,4936494163188301.0,10,22,06:07,$164.49,Swipe Transaction,1913477460590765860,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,39
141,1245,Zachary Myers,0,2002,5124729225452111.0,10,23,06:00,$201.62,Swipe Transaction,1913477460590765860,La Verne,CA,-117.7708,34.1159,91750.0,5300,,No,39
142,1297,Adrian Perez,0,2002,389912068048719.0,10,23,09:32,$17.82,Swipe Transaction,-3345936507911876459,La Verne,CA,-117.7708,34.1159,91750.0,7538,,No,21
143,1655,Elizabeth Gomez,0,2002,5199637709729169.0,10,24,06:19,$118.96,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
144,1451,Sue Morales,0,2002,4642554061349246.0,10,24,13:04,$66.00,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
145,1488,Kinsley Kelley,0,2002,5350628456401491.0,10,24,13:23,$62.01,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
146,1709,Analia Collins,0,2002,304990666285186.0,10,24,13:26,$-66.00,Swipe Transaction,-1288082279022882052,La Verne,CA,-117.7708,34.1159,91750.0,5499,,No,70
147,1000,Charley King,0,2002,5881679887889712.0,10,25,06:06,$39.12,Swipe Transaction,-727612092139916043,Monterey Park,CA,-118.1271,34.0534,91754.0,5411,,No,1
148,1139,Addisyn Gomez,0,2002,5428995792004092.0,10,25,06:14,$148.58,Swipe Transaction,4060646732831064559,La Verne,CA,-117.7708,34.1159,91750.0,5411,,No,17
149,1707,Hezekiah Howard,0,2002,5172517796855710.0,10,25,13:48,$35.82,Swipe Transaction,-5904116920141006298,Diamond Bar,CA,-117.8098,34.0066,91765.0,5719,,No,46
150,1273,Hadley Davis,0,2002,5112985372677713.0,10,25,20:10,$73.35,Swipe Transaction,-4500542936415012428,La Verne,CA,-117.7708,34.1159,91750.0,5814,,No,10
151,437,Esteban Taylor,0,2002,4316296167662583.0,10,26,06:05,$119.43,Swipe Transaction,5817218446178736267,La Verne,CA,-117.7708,34.1159,91750.0,5912,,No,4
152,1239,Zackary Lewis,0,2002,4092157051011105.5,10,26,06:55,$38.42,Swipe Transaction,-5475680618560174533,Monterey Park,CA,-118.115,34.048,91755.0,5942,,No,14
